File,kMeans,GMM,Hierarchical_ward,Hierarchical_single,Hierarchical_complete,Hierarchical_average,DBSCAN,SOM
2d-10c.dat,0.8160876573847187,0.8382354392957935,0.8921433628127877,0.36295632196001915,0.8030623967566537,0.8685925114979259,0.00021536879252854443,
iris.csv,0.6201351808870379,0.9038742317748124,0.6153229932145449,0.5583714437541352,0.5726305793711641,0.5621364251426576,0.4282634768714612,0.6306467921328158
long.data,1.0,1.0,1.0,1.0,0.009450908594953032,0.000200739823873989,0.9920199484714934,
order2-3clust.csv,0.26661149956331426,0.4986015622051998,0.26071700655539887,0.5664477456671392,0.09190126328238342,0.06706242740117405,0.5697841726618705,
smile.csv,0.18553382194749438,0.19251284537985958,0.19777777777777777,1.0,0.2038622216846395,0.2458668674230882,1.0,
square.data,0.6909048680390053,0.6821867797761458,0.5946287023125574,1.3507537471235578e-06,0.45803772005971105,0.6029483766056315,-2.665774477984348e-06,
